OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,TotalPrice,AverageSpendPerCartItem,OrderMonth,OrderQuarter,OrderYear,WeekendOrder,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_No Coupon,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200060,2024-08-21,C39256,-1.3829951239375826,0.30790866625773106,634 Main St,TRK23412025,-1.0894190340268348,-0.7776030493786836,-0.44551032057523515,8,3,2024,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
ORD200061,2024-03-24,C61618,0.7492457523687547,-1.1883243263297547,104 Main St,TRK43458485,0.6641729724549916,-0.6900141157442231,-0.8946594570737061,3,1,2024,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
ORD200062,2023-08-22,C36497,-0.6722481651688036,-1.5894000064384042,691 Main St,TRK12102911,-1.0894190340268348,-1.1817093150171714,-1.161157289869847,8,3,2023,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
ORD200063,2025-02-02,C96695,-1.3829951239375826,1.0575980083558214,813 Main St,TRK64283851,0.22577497083453502,-0.5970989931188804,-0.7368530574401244,2,1,2025,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
ORD200064,2025-06-25,C49720,0.03849879359997556,-1.145654541766646,752 Main St,TRK55785217,-0.6510210324063782,-0.808472956672168,-0.712098551859249,6,2,2025,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
ORD200065,2023-12-30,C97735,1.4599927111375337,-1.3938090201235598,385 Main St,TRK13743703,0.22577497083453502,-0.7881088350029007,-0.9059863103405258,12,4,2023,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
ORD200066,2024-11-15,C18104,1.4599927111375337,-1.163057319537331,715 Main St,TRK15488568,1.5409689756959049,-0.5103163174509293,-0.8892922078222162,11,4,2024,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ORD200067,2024-12-09,C25587,0.7492457523687547,-1.7469382716803212,440 Main St,TRK55105323,1.1025709740754481,-1.2280080679424998,-1.3085918151341387,12,4,2024,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
ORD200068,2023-12-11,C41598,0.03849879359997556,0.6824489155381929,709 Main St,TRK81665940,-0.2126230307859216,0.5119943520237524,0.5638288191049853,12,4,2023,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ORD200069,2023-05-11,C43338,0.03849879359997556,0.6201946638628842,552 Main St,TRK35241775,-0.6510210324063782,0.46702714634614456,0.9820247407190991,5,2,2023,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
ORD200070,2023-05-26,C25123,-1.3829951239375826,1.3840903551615342,384 Main St,TRK27812282,-1.5278170356472913,-0.5184888413841866,0.69397575388671,5,2,2023,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
ORD200071,2025-06-10,C37454,0.03849879359997556,0.39593729433976843,923 Main St,TRK28252730,-0.6510210324063782,0.3050425912564725,0.766876339581405,6,2,2025,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
ORD200072,2024-12-22,C19451,0.7492457523687547,1.1823094595521608,942 Main St,TRK87787793,-0.2126230307859216,1.5931129889344589,1.7125849880754775,12,4,2024,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
ORD200073,2023-05-03,C17269,0.7492457523687547,0.3908635981967115,129 Main St,TRK79608389,-0.6510210324063782,0.8308815938081261,1.4652973747979987,5,2,2023,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
ORD200074,2023-06-24,C25382,1.4599927111375337,-1.3472832264917278,622 Main St,TRK64691287,-0.2126230307859216,-0.7320983383900692,-0.7580974747269232,6,2,2023,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
ORD200075,2023-09-26,C80651,0.03849879359997556,0.21186359826966356,917 Main St,TRK14846720,-0.2126230307859216,0.17208332296114912,0.20265209140324555,9,3,2023,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
ORD200076,2024-03-31,C58638,0.7492457523687547,0.13428678424232315,239 Main St,TRK38224871,0.22577497083453502,0.5837757431027051,0.3087746622369152,3,1,2024,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ORD200077,2024-05-24,C50121,-1.3829951239375826,1.1505481216966238,348 Main St,TRK79810059,-0.2126230307859216,-0.5747192265333391,-0.5908723252936255,5,2,2024,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
ORD200078,2024-08-06,C32029,0.7492457523687547,-0.9186066393648487,146 Main St,TRK68535532,-0.6510210324063782,-0.4302524581705591,-0.2097448831093137,8,3,2024,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
ORD200079,2025-03-10,C76700,-0.6722481651688036,-0.2257934310304263,103 Main St,TRK13036341,-1.5278170356472913,-0.5250732814440157,0.6764848054382611,3,1,2025,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
ORD200080,2023-06-27,C29041,0.03849879359997556,1.182918303089327,591 Main St,TRK28840655,0.22577497083453502,0.8734911057351833,0.5653085728141677,6,2,2023,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
ORD200081,2023-06-08,C29314,-0.6722481651688036,0.19222839419603324,496 Main St,TRK59876213,0.22577497083453502,-0.3237775424720991,-0.49483544421464604,6,2,2023,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ORD200082,2024-01-05,C65799,0.7492457523687547,1.059323065044461,971 Main St,TRK66906607,1.5409689756959049,1.4746663640363096,0.28246792962922945,1,1,2024,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
ORD200083,2023-08-22,C15681,0.7492457523687547,0.9335461376580795,989 Main St,TRK75112172,0.22577497083453502,1.3535322125831277,0.9903699891594071,8,3,2023,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
ORD200084,2023-08-28,C64160,-0.6722481651688036,-0.9686840202968205,967 Main St,TRK34121529,-0.6510210324063782,-0.8828074979784012,-0.810829925986162,8,3,2023,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
ORD200085,2024-09-09,C14553,0.03849879359997556,-1.0638665599405683,768 Main St,TRK93538334,1.1025709740754481,-0.7493962365806407,-0.9907449369978755,9,3,2024,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ORD200086,2024-06-19,C88205,1.4599927111375337,1.4542088358585805,447 Main St,TRK93504166,-0.2126230307859216,2.64050316757951,2.825502560633229,6,2,2024,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
ORD200087,2024-10-10,C91245,0.03849879359997556,-0.666190256247767,915 Main St,TRK46976391,-0.6510210324063782,-0.46214851196687384,-0.2521093231825052,10,4,2024,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
ORD200088,2025-06-05,C75439,0.03849879359997556,-1.2258189408269453,318 Main St,TRK19831653,0.6641729724549916,-0.8663769379033175,-1.0285141206041901,6,2,2025,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
ORD200089,2025-02-25,C17181,1.4599927111375337,0.5018760698067969,291 Main St,TRK78912978,1.1025709740754481,1.4940287712623375,0.49911717745660933,2,1,2025,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ORD200090,2023-09-18,C36540,0.7492457523687547,-0.8845114012835061,611 Main St,TRK35828122,-0.6510210324063782,-0.39741577007998313,-0.16613108957551873,9,3,2023,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
ORD200091,2023-03-15,C98216,1.4599927111375337,0.6917337794799869,196 Main St,TRK40986666,0.22577497083453502,1.7225906887380358,1.3171597501835837,3,1,2023,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
ORD200092,2024-06-10,C29568,0.7492457523687547,-1.5616976254973132,203 Main St,TRK46531075,0.6641729724549916,-1.0496051688075398,-1.167579445692071,6,2,2024,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
ORD200093,2023-01-14,C97262,0.7492457523687547,0.37848377960765267,837 Main St,TRK65990229,0.6641729724549916,0.8189587487276194,0.25061057533881265,1,1,2023,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
ORD200094,2023-02-11,C79821,-1.3829951239375826,0.886715922257664,781 Main St,TRK12780193,0.22577497083453502,-0.6382425814704653,-0.7732844206895841,2,1,2023,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
ORD200095,2023-03-24,C76761,0.7492457523687547,-1.2121199612406917,839 Main St,TRK60179774,0.6641729724549916,-0.712931387640771,-0.9120530533044457,3,1,2023,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
ORD200096,2024-06-01,C93007,-0.6722481651688036,-0.6270213220233676,103 Main St,TRK85696091,0.6641729724549916,-0.7182820086912441,-0.9161140315288933,6,2,2024,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
ORD200097,2025-01-21,C15624,1.4599927111375337,1.3349262395353125,922 Main St,TRK40621141,1.5409689756959049,2.4969037373322176,0.8859074539195668,1,1,2025,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
ORD200098,2023-01-14,C70921,-0.6722481651688036,-0.6487874784770818,533 Main St,TRK54983109,-1.0894190340268348,-0.7287633622558701,-0.35901828359700494,1,1,2023,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
ORD200099,2025-04-12,C30477,-1.3829951239375826,-0.7855743264938962,717 Main St,TRK51829648,-1.5278170356472913,-1.0408829235334807,-0.6937152080817973,4,2,2025,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
ORD200100,2023-02-17,C74866,0.03849879359997556,1.564612463931499,743 Main St,TRK53783265,0.22577497083453502,1.1491946821921064,0.8094354840900152,2,1,2023,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
ORD200101,2023-11-25,C15283,-1.3829951239375826,0.1248497094162372,152 Main St,TRK19286291,0.22577497083453502,-0.8216784848812129,-0.935711187481118,11,4,2023,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
ORD200102,2023-03-08,C18037,-0.6722481651688036,-1.4514462083086865,944 Main St,TRK47362236,-1.0894190340268348,-1.115278544988692,-1.0435125432246202,3,1,2023,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ORD200103,2025-01-25,C62656,0.7492457523687547,-0.7000825464833872,514 Main St,TRK86296459,1.5409689756959049,-0.2197946968519417,-0.7177936565952467,1,1,2025,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
